,label,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19
517,7,0.34056515,0.046386905,1834.3645930740502,1330.110669610007,3234.397108709849,0.11650760993130804,-311.76544,119.667984,-54.995102,33.951958,-9.61125,-9.366627,-13.306674,-19.031818,-3.1866906,-4.153866,-7.485173,1.1532196,1.4271626,-7.3066874,5.4542227,1.2512425,-1.9040602,2.9994826,4.481563,2.2099588
518,7,0.3087043,0.042854186,1670.9742871589403,1203.9087330902896,2900.0449638248597,0.10800010279605263,-338.86502,104.765236,-35.02775,30.272318,-9.779154,-10.380527,-16.71427,-12.198474,-3.4555037,-5.7105227,-5.0585375,0.88010013,0.93122375,-5.763959,3.983784,0.5685007,0.23642908,0.67438567,3.739713,2.4058924
519,7,0.33374104,0.046442628,1876.1289895793154,1404.3764473459037,3405.5627403613585,0.12013759553986068,-307.98013,117.62444,-53.600933,38.382004,-11.820114,-12.573933,-15.793643,-20.162642,-4.799744,-2.4500608,-6.8697605,2.0952528,1.1920584,-7.799767,7.604669,0.29386827,-0.6394455,2.3659444,2.5795698,4.5774484
520,7,0.34445384,0.0025195943,2553.2439622675647,1995.5490940774519,4486.083984375,0.11295572916666667,-492.8317,88.78355,-26.557352,90.786964,-24.592611,27.063036,-25.949242,-22.152597,-3.193339,-5.374348,-33.45716,-11.161464,9.356358,-18.28525,5.9826903,-2.1227825,8.8622265,10.393353,2.8742085,-1.296512
521,7,0.2989203,0.03906553,1552.3475192430744,1167.0302217233045,2755.5875040060228,0.09379043815305728,-363.82266,108.56077,-37.122837,25.53454,-6.0536795,-12.86378,-15.19026,-13.2084675,-4.343951,-3.7763722,-4.6695433,0.57103866,1.6126244,-4.8242106,2.9746342,0.32860285,-1.0055166,0.04889177,2.284934,2.5253873
522,8,0.32642415,0.054771956,1583.6200773985577,1293.0279528508681,2878.1200964015334,0.09518819992018189,-315.37244,112.43907,-32.163902,38.22363,3.6787488,-14.778447,-4.1704974,-11.89776,-8.371228,-5.050339,-7.908222,1.4966555,-0.13476525,-7.240984,2.9062011,-1.8779236,-3.6384065,1.6508294,2.1802037,-2.2639084
523,8,0.31096247,0.045022413,1392.1028967418863,1154.5376426931866,2543.5221196697225,0.07817923247629643,-354.56815,109.44151,-23.827862,35.374928,4.512197,-14.185655,-0.7962329,-10.087136,-7.9534597,-3.3386178,-7.7244415,-0.010462947,0.037871335,-6.2675805,0.48095647,-1.9411901,-3.3154492,0.698237,2.1576939,-1.9709302
524,8,0.3283259,0.056443065,1646.2152217792595,1320.9684866701534,2993.1277342994144,0.10089583736455109,-323.39938,111.63674,-36.268185,42.7524,-0.2944121,-12.630659,-3.5583658,-8.1657295,-8.093295,-5.060933,-6.359691,0.30773062,-1.1959276,-8.074123,2.4710119,-3.4042976,-2.1568499,2.0486636,2.508133,-2.3633091
525,8,0.29811826,0.053259198,1419.6249944985705,1144.208304364914,2537.776321080447,0.08158284001306114,-331.52008,122.947876,-31.213785,31.88251,0.30503812,-12.267747,-4.8857303,-12.060738,-9.563839,-3.1572242,-5.4871497,0.11820873,-0.071764685,-5.9243245,3.0969336,-2.2720473,-3.7409718,0.9286785,2.1015835,-3.4590354
526,8,0.32511532,0.05646542,1574.029351341974,1244.709851096514,2819.816282290054,0.09206652567482586,-317.65814,119.97506,-33.451572,34.912674,3.7163737,-11.367528,-6.278154,-11.295288,-8.50194,-3.29399,-6.6325965,0.23423348,0.28375915,-7.574096,2.9288893,-1.9369668,-4.3150797,0.4091452,2.821677,-1.9728904
527,8,0.31464574,0.06084082,1555.320591902795,1258.6589558356739,2779.545692467468,0.09039382225957818,-317.3333,116.197464,-28.83866,37.322998,3.3848672,-7.9527993,-7.2697744,-9.905545,-8.755456,-5.5308776,-7.0081654,-0.99653167,-0.88301563,-6.409523,4.5568614,-2.66341,-2.9004405,0.5343681,2.5170453,-0.9971595
528,8,0.3105601,0.05713233,1422.67942564328,1175.4012389199966,2533.055516293174,0.08505655294601393,-338.47034,125.26444,-30.021128,31.08744,0.30562863,-8.8399515,-3.935178,-10.454292,-8.7035,-3.820868,-5.78386,-0.28594112,-0.85087365,-6.433002,3.0621164,-3.5601523,-3.667724,0.66800237,1.6225779,-2.653106
529,8,0.3200561,0.05300474,1494.2273150970523,1208.1083202014295,2714.2585872496616,0.08584774241727941,-336.7334,115.30016,-36.94325,40.93276,2.2587116,-13.625093,-3.6068456,-10.762519,-8.007505,-3.3179407,-7.076098,-0.22877838,-0.282774,-6.8652463,2.830985,-2.5359113,-2.8410583,1.4846494,2.1371033,-1.9604654
530,8,0.34197387,0.054833874,1542.6270133532892,1293.3323735753886,2845.9786240899525,0.09246372659878097,-330.0092,115.1764,-28.688425,43.286346,1.2103318,-8.941765,-2.5277596,-11.497296,-8.44475,-3.8834224,-7.935278,-1.4879909,-1.0705668,-7.392829,2.7309008,-2.578006,-3.0151002,1.2572063,2.37571,-2.4564219
531,8,0.32905596,0.056854673,1493.9359122251708,1235.9732715329592,2691.292059458446,0.09244275166892414,-324.41953,117.9771,-28.864273,30.894024,1.4648167,-11.618142,-3.571289,-9.603441,-7.792661,-3.2728724,-7.480962,-1.2933338,-0.6807046,-6.314621,2.1218607,-3.416092,-2.8870642,1.4894264,1.6248075,-2.08444
532,8,0.34070876,0.05134677,1547.477844574079,1287.7849798697248,2869.3034830477213,0.09717042527331657,-340.2027,114.95883,-33.657948,37.74299,3.2731664,-10.900554,-3.128633,-10.740386,-8.591883,-3.0277436,-7.4959745,-0.33317846,0.30667216,-7.5004716,2.6120086,-2.9818854,-4.3376675,1.2106055,2.4315631,-2.823131
533,8,0.32505956,0.05534718,1574.1982837419005,1273.459435747234,2864.4660122992454,0.09310317851441563,-333.57864,117.55303,-34.068424,41.926804,3.0944061,-10.286574,-5.38621,-10.920824,-8.697752,-4.1689243,-7.5749125,-0.3579265,0.03988471,-6.954363,4.2514763,-2.16921,-3.4698498,0.44260532,3.1373026,-1.661429
534,8,0.34000435,0.05634008,1657.8140452369812,1328.1937124937174,3019.6525739073386,0.10651711856617647,-331.4303,114.1188,-37.995396,42.2403,1.9858328,-10.436139,-4.288118,-8.957192,-8.377107,-4.0982656,-7.914964,-0.42088157,0.83043915,-8.192326,3.211803,-2.465226,-2.807676,0.98845875,2.8921528,-1.9163274
535,8,0.32035986,0.05896775,1415.8072279082598,1176.5802103297028,2510.559818988245,0.08461570149235681,-324.1339,131.89993,-22.70163,34.899826,1.9487764,-6.742724,-6.3272095,-9.90918,-8.8321295,-6.0712056,-6.089495,-1.2473078,-1.0791051,-6.997687,1.8758558,-2.3749766,-3.4874973,-0.7187505,2.1910582,-2.3949928
536,8,0.31208485,0.06289247,1571.6553925630708,1256.3618277744388,2791.458120434646,0.09279063316321594,-311.12747,123.16428,-34.744595,35.437725,1.7264417,-10.296028,-6.958847,-9.753497,-7.7515087,-3.9304898,-7.623968,-0.24122263,0.12672643,-7.9848933,4.284916,-3.5178177,-3.2445593,2.3218188,2.410516,-1.4180747
537,8,0.33084965,0.060847234,1617.1800886764993,1284.6664030092797,2894.036666822876,0.10014565293633901,-313.96658,120.09132,-38.83714,38.768044,-0.743505,-11.066772,-5.7628427,-10.902222,-8.139286,-2.3960268,-7.2156134,-0.103481576,0.72341895,-7.5409894,4.8927493,-3.9139729,-2.7132516,2.4266155,1.4869072,-1.6351664
538,8,0.3243511,0.05950423,1539.606303651689,1241.1710127813733,2766.087440514343,0.09352777912151702,-324.6261,118.08637,-35.544903,35.087482,-1.1866391,-9.798795,-4.059624,-10.003672,-8.6435995,-3.8637288,-6.408057,0.8295866,0.056853823,-8.368779,3.8841364,-2.5557446,-3.3520863,1.2106022,1.9242469,-1.8535134
539,8,0.32511246,0.051653653,1547.8327980407792,1253.0098778181025,2790.303960747025,0.09594102983504257,-341.60666,113.25643,-29.101448,33.462082,3.4775028,-10.082853,-4.9302864,-9.785277,-8.637126,-3.7626822,-6.062432,-0.12668881,-0.38073406,-6.7728033,2.572974,-3.1297033,-3.2531004,0.5943515,1.2251765,-2.2686548
540,8,0.32522196,0.06008997,1576.9272659690942,1263.9835723917163,2851.9994210163504,0.08998736213235294,-317.90494,117.57629,-38.510017,37.66736,2.785248,-11.236108,-5.7932234,-9.262104,-8.3540535,-3.9232204,-7.124314,-0.63755757,0.24159649,-7.963011,3.3543477,-2.1554992,-2.6101196,1.4065112,2.6315186,-1.2275887
541,8,0.3211865,0.05759895,1527.0067762019237,1243.8608628450245,2776.0707134801905,0.09020013484423374,-327.50607,120.09329,-36.461384,38.24219,2.9353726,-9.792715,-8.199633,-11.191855,-7.5839276,-2.7549334,-6.449309,-1.1596167,-0.1126186,-6.3698034,3.8530533,-3.255926,-2.6389894,1.1181557,1.9612119,-1.9775761
542,8,0.32347316,0.059438433,1634.507069375868,1295.8591354916687,2958.8987746105845,0.0988185634553986,-309.65182,112.07627,-36.7073,40.189148,1.9943111,-11.306125,-5.274261,-11.115361,-7.3575315,-2.887903,-7.8241205,-0.4557926,0.036626007,-6.959177,3.633508,-3.6876671,-2.6538968,2.243367,2.0049417,-1.9224217
543,8,0.3179271,0.06084436,1546.7025340097198,1265.3392717560394,2819.124619805776,0.09124037798713236,-322.80743,115.37779,-36.6587,36.435116,1.046986,-10.705982,-3.7244775,-10.441638,-8.954763,-3.4959013,-7.044032,0.33722642,-0.2219872,-8.717403,3.6832325,-1.8852335,-3.1276834,1.3004428,2.4715292,-2.0041535
544,8,0.3058275,0.06338288,1608.499298147634,1279.3337721847954,2885.7992166336107,0.09271278027041409,-304.25787,118.434456,-38.604992,42.79616,4.2632637,-11.149529,-5.8783894,-10.32593,-8.930403,-5.3537045,-8.672394,0.13343814,-0.19721314,-9.004994,3.8380585,-2.8087306,-3.0999045,1.2899705,2.6507564,-1.2053668
545,8,0.31503066,0.063975014,1469.3415792096293,1225.2084566142014,2656.388103851224,0.08438346555727554,-310.60208,125.46713,-34.59194,31.713562,1.3755622,-11.709154,-5.609775,-10.180576,-9.371594,-3.6266885,-6.947294,0.38774446,0.32885665,-8.034868,4.5793695,-2.8641617,-3.8592355,1.7310798,1.7900258,-2.0582974
546,8,0.32864898,0.05762444,1495.7926014985794,1260.8018018983762,2769.1790884862376,0.08441143213041796,-320.95737,124.38962,-38.053097,38.192265,2.3486567,-12.9539795,-4.11351,-12.914827,-8.167382,-2.528737,-6.582079,-0.38907564,-0.84179074,-6.1308384,3.3073912,-2.6747925,-3.7595382,1.5597342,2.7171264,-2.948096
547,8,0.35107192,0.056375153,1682.6095072774076,1330.1132342518356,3038.9774570524137,0.10607324369920666,-326.22708,110.631226,-36.436234,41.02991,-1.2206458,-12.410147,-4.7785816,-8.24137,-6.322109,-3.1829097,-6.0908136,-0.36427605,-1.4087309,-6.705621,3.718414,-3.978347,-1.7558872,1.3825799,1.4737277,-1.6977429
548,8,0.31513768,0.0649218,1503.1155202849488,1223.1512742458356,2701.462831290514,0.08753801942240712,-306.93097,120.813805,-37.616806,34.152615,1.1238362,-11.686398,-5.1990843,-9.173815,-8.578251,-4.2188168,-7.161079,0.040144067,0.31151506,-7.651809,3.7595706,-3.5487275,-3.279127,1.707535,1.2740471,-1.9089469
549,8,0.30882514,0.05824399,1388.4288443312887,1170.491291006954,2497.626563860536,0.07820493148945433,-326.67578,130.45605,-31.670816,34.05271,1.524528,-10.046975,-6.0367827,-12.861997,-9.837539,-4.2630496,-5.7732253,0.01567784,-1.433172,-5.982122,3.956428,-2.8887157,-3.3870037,-0.23218815,2.4962473,-2.4406078
550,8,0.339638,0.049975857,1630.4992345828316,1331.1589733039573,3015.594265114043,0.10093230728763544,-338.4237,105.39364,-30.49117,38.310043,3.6356206,-12.119174,-4.7440777,-9.235444,-7.1504474,-2.9222307,-7.77765,-1.0070512,0.0066906246,-6.4264054,3.2800694,-3.3197627,-2.5172715,2.2268085,1.6351787,-1.5722914
551,8,0.31306484,0.063487396,1498.9568561772599,1246.2824694239055,2752.9416866715846,0.08717672153154024,-303.93768,122.22512,-35.30112,35.475662,3.6795099,-14.194272,-3.5716166,-11.884894,-11.038951,-2.7140534,-6.543746,0.21649864,-0.16020484,-7.604089,4.8849506,-2.4603524,-4.974775,2.010672,2.6807737,-2.03019
552,8,0.30770212,0.06805925,1487.5865494599918,1216.489914920606,2654.7797802432033,0.08610378773219814,-308.42252,125.62333,-29.498394,36.602863,1.7496525,-6.6585584,-5.735708,-8.642061,-8.557514,-6.56164,-6.725767,-0.8944436,-1.7273822,-6.7276926,3.811144,-3.4419022,-3.2868629,0.34747776,2.5837512,-2.7076824
553,8,0.33570406,0.062065043,1587.358542851987,1324.2183280579382,2923.273990028783,0.09947766755756579,-326.09027,115.056984,-35.510647,35.123863,-2.7527473,-9.530474,-3.3837078,-10.091298,-8.9657345,-2.6688957,-5.1996207,0.19035368,-0.6555973,-6.463287,4.8926682,-3.8040986,-2.4128025,1.6451474,1.386609,-2.4361577
554,8,0.31171063,0.04923137,1536.284493349513,1248.7760183115745,2812.812157976369,0.09017386894107972,-338.37625,114.58676,-32.642715,36.174625,3.193933,-11.960101,-5.2642217,-11.71197,-8.867896,-4.043382,-7.613505,0.12887049,0.14374089,-6.6673374,3.7353766,-2.5505385,-4.5043445,1.3216221,2.483171,-2.8761766
555,8,0.3241571,0.058585245,1620.5341493312037,1279.6427367283575,2903.9407736007643,0.10031269652186532,-323.81845,116.127144,-35.023056,39.99533,2.6169298,-10.91306,-4.847969,-10.677048,-8.027251,-3.4719632,-7.844967,-0.6413678,-0.477228,-8.114951,3.120724,-2.7674663,-3.4099016,0.6700088,2.7079685,-1.7273295
556,8,0.3310278,0.05672261,1549.1130952320987,1269.4552946316894,2837.5495083929954,0.09641192645849458,-321.02863,113.885376,-34.179382,34.260986,3.9068854,-13.044302,-3.4787138,-11.7646475,-7.9496374,-2.9502192,-7.701608,0.78501,-0.11628226,-7.818115,2.9392571,-1.4317168,-3.7663808,1.1083419,2.7578142,-1.9561228
557,8,0.3121785,0.059183422,1515.3313161508124,1246.0191160985307,2769.070755807977,0.08740461130998452,-315.16962,123.25975,-37.23865,39.221127,5.1333923,-13.787122,-4.993036,-11.092839,-9.206165,-4.9551105,-7.806293,0.16905554,-0.45851868,-7.2291174,3.8451717,-2.2591593,-4.122948,1.422308,2.6272197,-2.086734
558,8,0.33370253,0.05670401,1605.9136471063578,1301.167108650541,2927.540630895656,0.09923655034587849,-323.7743,120.734085,-34.78532,36.866734,3.8773556,-9.491515,-4.6505275,-12.571875,-8.58866,-3.517062,-7.509284,-0.22195458,-0.96232146,-7.9093823,3.9057553,-1.8351476,-4.024873,0.76131237,3.0944152,-2.3983142
559,8,0.32207042,0.05483593,1551.071727008098,1273.4226232545166,2833.8161976344813,0.09629117888931889,-324.35608,113.025665,-32.64259,36.305977,3.7435098,-12.562848,-2.7975907,-11.781353,-8.854401,-3.6373332,-7.353655,0.07829287,-0.94467676,-6.8655744,3.3232455,-2.4119177,-4.2470846,1.5813524,2.4295275,-2.319609
560,8,0.31559074,0.06394233,1537.0312827226767,1252.339375159315,2757.1916609725718,0.0897417098006966,-317.2842,120.78935,-35.85883,33.68221,3.7233782,-10.428516,-6.7410355,-9.595449,-9.014966,-3.4499693,-7.3209777,-1.0418401,0.5718764,-7.925608,4.2128615,-2.6080153,-2.9376645,1.9396094,2.5054417,-0.87415475
561,8,0.30710202,0.052473422,1429.8038159136584,1190.072428666185,2618.759164721604,0.0832676370815596,-338.91348,110.08226,-29.792944,35.025253,4.2216954,-12.348609,-3.0622802,-10.503444,-7.3744626,-3.1024313,-7.4267807,0.17460892,-0.37069288,-6.8510494,2.4026384,-2.30703,-3.228666,1.5118111,1.7084011,-1.6571403
562,8,0.3368682,0.052880153,1521.9096561094887,1283.8777647314214,2825.512081181671,0.09128629607681889,-333.62152,113.84805,-28.027029,36.689857,0.44569138,-12.667428,0.23966148,-12.271065,-9.845292,-2.781172,-6.569417,-0.41331863,-1.5172116,-6.8899083,2.7430518,-2.2684696,-3.7332745,1.6701216,1.6499175,-3.0392601
563,8,0.34450555,0.06391705,1626.3326226889812,1288.1878046004385,2908.061582016133,0.1067251671947562,-309.85416,101.23487,-34.8639,32.440277,-2.3147407,-9.752929,-7.8499928,-10.681142,-9.269635,-5.5123777,-7.646294,-2.40393,0.8454703,-8.8560295,2.658067,-1.7032868,-3.7139232,1.0960196,0.8602826,-1.7065471
564,8,0.30050555,0.053695034,1448.1018590982617,1188.963419219031,2645.9131671917326,0.08135797364792957,-339.41443,108.469376,-31.669111,36.63396,2.514472,-10.245008,-2.99002,-9.799541,-7.1128006,-3.2060368,-7.802426,-0.22658245,-0.09957484,-7.2627525,2.5705314,-2.542182,-2.9427896,0.7310113,2.3908179,-1.3175756
565,8,0.33621252,0.055324916,1548.672395507222,1283.181094934815,2847.4244486805824,0.09399130617501934,-328.4912,107.59338,-29.061584,33.45389,5.0823746,-12.171239,-3.8797975,-9.447764,-7.684888,-3.2829454,-6.318725,-0.67942,-0.80059874,-6.3647757,2.0839393,-1.5304508,-3.2642326,0.2899532,2.5232167,-1.7361466
566,8,0.32971355,0.05511363,1598.224443926616,1276.078021398308,2871.0743056731326,0.0973096912490325,-334.1354,106.74116,-29.394543,35.084232,1.8568835,-11.05647,-2.1262858,-9.942318,-8.5042715,-3.0495687,-6.76652,-0.798413,-0.48617142,-6.0405617,3.4889858,-2.3264701,-3.1001272,1.3804293,2.3412335,-1.5761986
567,8,0.33991507,0.06143111,1605.6942500737762,1285.9995259941327,2896.4741520837365,0.1033909092008514,-321.2902,109.722176,-33.847984,31.131243,0.35847536,-11.193281,-4.2326984,-8.168648,-7.319554,-3.6382372,-6.2200828,0.53259826,0.5194537,-7.0222697,2.8546977,-3.0415003,-2.889965,1.5102601,1.4977723,-1.7029748
568,8,0.32601696,0.051099997,1543.5657396691422,1255.2149321829615,2795.6164286232583,0.09349848980505031,-327.88882,125.0892,-35.88017,42.327656,5.4715223,-13.179047,-6.49481,-12.346305,-8.637966,-3.8752465,-9.38234,-0.99894273,0.9115149,-8.218114,2.4134653,-2.0991302,-4.3520646,0.5970906,2.7000847,-2.0006394
569,8,0.33343813,0.058462173,1595.3204222022205,1314.2424269874325,2929.3614532187257,0.09705005563080496,-321.91235,115.771286,-37.756905,41.907055,-0.18856736,-10.382113,-4.169899,-11.673796,-7.462942,-3.9216456,-7.447998,0.6257888,-0.87792856,-7.4893303,4.4703035,-3.5357459,-2.8237474,2.2068357,1.8033651,-2.32757
570,8,0.3131052,0.056895938,1504.1995877015408,1226.7218096180402,2727.4126743753627,0.08853404514560759,-322.8431,117.572334,-31.375248,32.75344,2.0486956,-12.860796,-4.0711765,-10.814401,-9.150288,-3.7616298,-7.547173,0.08285688,0.57391644,-7.296119,3.0181484,-1.732711,-3.7682776,0.67918885,2.2550037,-1.7056658
571,8,0.33173674,0.052636266,1569.1754988267085,1276.676326357722,2866.3576675273316,0.09596200476489938,-330.34146,115.08403,-34.85929,38.484562,1.4954278,-10.584234,-4.020907,-11.740702,-8.037183,-2.6650183,-7.2312307,-0.5381781,-0.097633764,-6.235157,4.120967,-2.785674,-3.6799037,1.2506697,2.5942085,-2.6937814
572,8,0.31856522,0.05491512,1512.9678737181428,1267.3664709323727,2789.8331302607394,0.08783355807372291,-320.68137,115.518005,-33.786606,37.296524,3.490895,-13.281369,-3.1147494,-10.717575,-9.068085,-4.6588507,-6.944116,1.068033,-0.58909184,-7.1260386,2.958323,-2.8300507,-3.6228945,1.5748504,1.9616416,-2.7930653
573,8,0.31306788,0.058886603,1517.651379660742,1244.6735587291778,2769.912417385231,0.08620091488486842,-324.7583,114.69792,-33.610813,38.716766,2.089622,-11.387155,-3.1133635,-10.767069,-8.168227,-3.2490976,-6.8934116,-0.5799142,-0.7518764,-6.449432,2.871848,-3.1885986,-2.9110687,1.01265,2.107418,-1.447512
574,8,0.31913224,0.05404879,1582.442048020646,1264.9133126024974,2849.945266770874,0.09524073172648993,-333.4346,109.616776,-28.918097,36.395462,1.9151052,-10.394067,-4.3601074,-10.582136,-8.07767,-3.3185732,-7.9992366,-1.0563636,0.041301467,-7.1986337,3.2899861,-1.9589632,-3.458015,1.0529255,2.8937948,-1.6764458
575,9,0.36845094,0.040381648,1745.4846800769255,1580.1246160387502,3206.693109565475,0.1126722211808243,-350.7927,108.622246,-6.962351,23.254843,-17.316675,2.941405,-12.756542,1.0633838,-16.04253,2.90205,-5.7661023,-4.9416366,2.2241936,-10.397011,6.5984826,-7.7309737,1.7545,-9.698084,-4.1471267,-3.4565618
576,9,0.3795984,0.034321323,1856.3868531325306,1642.901032653748,3375.412922673181,0.11959149151025542,-363.04855,112.762115,-16.11043,26.363,-20.224148,6.8479767,-18.153212,6.345724,-16.77985,5.0448284,-6.423858,-6.3527784,8.245766,-11.264207,6.584388,-8.186549,5.340366,-8.508078,-5.1348867,-4.9874296
577,9,0.37820086,0.03616092,1770.322045733761,1596.9614247941215,3175.068300796367,0.11553917285458591,-354.34622,115.24707,-12.049144,20.319096,-22.4622,4.040999,-15.119171,3.621786,-18.413355,4.6271024,-6.689729,-7.390774,6.5960813,-11.489118,5.8116245,-9.510094,2.8088746,-7.583348,-6.2223754,-6.188144
578,9,0.37134394,0.03822876,1785.083409133082,1600.7849760101633,3207.555604350087,0.11967350159636223,-350.01602,118.693184,-14.585703,20.141325,-25.824627,4.9639926,-16.073677,6.036421,-18.220692,4.793705,-8.901349,-8.498583,7.522563,-12.798852,4.6153593,-10.257749,3.8519564,-8.419349,-6.9058857,-6.5839653
579,9,0.36363646,0.04080464,1668.1807304518127,1563.149518869717,3070.8564309512867,0.10905886434549149,-358.83252,112.69612,-3.0213294,19.779127,-15.885122,4.251141,-13.209977,1.0286441,-14.364451,3.8707294,-8.008224,-5.5019794,5.473861,-9.267522,4.495058,-9.531361,1.7631998,-7.7643294,-4.4538217,-5.084107
580,9,0.37131268,0.04343697,1699.3086094305988,1626.4533886245158,3229.5138049051857,0.10386841954092492,-358.72086,108.07023,-0.7269754,27.791372,-16.49212,3.9398885,-12.028533,1.5206947,-15.595597,3.4034212,-7.3592496,-7.9346285,3.7378304,-7.6926684,7.4558554,-8.269242,2.5818357,-7.6849794,-5.4753466,-2.9720638
581,9,0.3659927,0.035807867,1754.1779733575127,1621.3909507847727,3228.097146804857,0.11377198777331657,-358.8153,113.686966,-9.955652,23.902813,-17.584726,5.540894,-17.426037,3.7839878,-16.792368,3.8363101,-7.9544597,-8.312228,5.6842732,-10.293388,5.5045652,-9.217998,3.8351245,-8.139072,-5.5291796,-6.413954
582,9,0.3641232,0.034831733,1757.5271849430635,1620.3606925223721,3192.0973644906153,0.1117583945070627,-362.6074,120.50104,-12.696118,26.511774,-22.683167,7.607071,-16.998941,7.4386883,-19.11048,4.9038963,-6.4358735,-5.7700996,7.8666916,-13.796712,6.7863264,-8.294199,5.16193,-10.035708,-5.6456747,-4.123035
583,9,0.37000066,0.045545757,1766.9176994508905,1595.6582944351876,3211.9722443099363,0.11532488843604877,-340.20096,113.572624,-9.463497,23.433247,-20.550997,5.0873265,-13.89493,3.2877004,-15.563449,3.6412523,-7.072104,-6.140568,5.89055,-9.7147875,7.0070353,-9.224397,0.7131096,-8.552688,-4.91656,-4.9689207
584,9,0.37120932,0.04276514,1681.936216160172,1545.182972334288,3049.9148909152477,0.11075858951722137,-341.53925,114.6771,-6.165499,19.736448,-17.5356,2.3287127,-12.286388,1.0064198,-17.088112,1.6589601,-6.7942543,-5.5363903,2.898594,-11.367009,5.6814046,-7.3065395,1.2012091,-9.162191,-5.0030446,-3.7231407
585,9,0.3606798,0.047842886,1603.591364104725,1544.4692342821488,2955.6821273945434,0.10064338235294118,-334.6541,124.115746,-7.337379,26.586525,-18.587027,3.2246532,-14.260745,3.3267803,-17.327085,6.020853,-7.729234,-8.442766,4.2997785,-10.874832,8.516217,-10.552199,1.4788337,-8.63997,-6.5933266,-3.942627
586,9,0.37783942,0.043105353,1743.8875866189849,1583.6353097668364,3179.493274039159,0.11287082164280186,-337.7776,115.45554,-7.7677627,24.350918,-16.970463,4.4409733,-14.221029,2.868514,-15.426244,5.1499376,-5.1055875,-6.9636035,5.3771267,-7.985881,9.689569,-8.31236,1.8248465,-5.5814962,-4.8698945,-2.4780111
587,9,0.3732012,0.038845297,1684.0038992252012,1586.458596519231,3105.2978893551663,0.1093549698868034,-354.47162,122.184875,-8.007461,24.289846,-18.700676,5.2592564,-14.252268,3.3084292,-17.70912,4.9196115,-7.2844534,-4.9389405,6.0205646,-10.094707,6.877493,-10.901613,3.566578,-7.9030695,-4.725613,-4.832491
588,9,0.37010545,0.04075323,1827.0066194139672,1613.8198453058715,3277.0176843223926,0.12633918313419118,-339.77457,113.63006,-9.654363,18.918354,-19.636555,6.0099072,-15.746693,1.5752921,-17.99233,3.6873147,-7.158402,-5.4581847,4.0769076,-11.576823,7.0611486,-8.859774,2.3291802,-9.746399,-4.554292,-4.267752
589,9,0.37658876,0.035118345,1752.1827910471054,1619.7693542042994,3213.8430663306644,0.11011951552825078,-356.7501,116.852104,-10.63842,24.422657,-21.043926,4.1114964,-17.136848,4.6641655,-17.491179,4.2649684,-6.528559,-6.3516364,6.204602,-10.804757,6.6738343,-8.758527,4.754649,-9.801055,-4.816318,-3.6402903
590,9,0.36467153,0.041969463,1738.6073977535912,1568.6645561557716,3163.63920323989,0.11538535670230263,-345.59836,109.75351,-8.091786,19.515718,-14.425022,3.0486453,-12.667121,1.4692345,-15.354027,4.547253,-6.3875637,-6.059423,3.7418308,-8.556171,6.435605,-9.091647,1.7059071,-6.8156323,-4.4557204,-5.361549
591,9,0.36892465,0.03625215,1806.5942600249953,1586.2377612643754,3190.8307054832626,0.1216160446497678,-357.03888,118.360054,-15.358465,20.338634,-21.135536,5.322038,-19.292221,4.7171535,-16.851618,5.971778,-8.098843,-7.970998,7.4909606,-11.73057,5.097222,-10.6366,4.3758864,-8.341329,-6.633878,-6.614501
592,9,0.37752268,0.040466167,1789.113112040887,1606.547960730299,3231.8221242804275,0.11848265467782508,-357.7849,109.8162,-6.9711323,21.163908,-17.526676,6.894445,-12.500628,2.941708,-14.348101,6.017714,-6.517861,-4.4133453,5.199714,-8.093351,8.128575,-9.294772,2.7676983,-7.7627845,-4.0374985,-5.5052614
593,9,0.3686691,0.04316998,1742.5862830700758,1583.7349852871225,3145.164314955012,0.11760151866050697,-349.76624,117.11905,-8.51564,17.765017,-19.487833,5.275907,-14.445814,4.998732,-17.925232,6.2438726,-6.7231436,-7.842125,6.701725,-10.296593,7.1202965,-9.754701,0.7158235,-8.559829,-5.873004,-5.8271036
594,9,0.3750483,0.045421153,1738.104349139946,1557.2664196624926,3126.6602601798327,0.1146737207938274,-332.28738,116.28286,-9.26652,19.809612,-18.167587,5.546568,-13.394489,2.2826388,-15.85289,3.4961224,-7.4035015,-6.1174088,5.182401,-10.361966,6.9403467,-7.6718087,2.875252,-8.496383,-6.2050705,-2.603051
595,9,0.3702559,0.042934977,1742.3275595672933,1568.425856655145,3131.7810625483744,0.11332546741969814,-343.90833,112.81339,-8.096081,20.648493,-18.4531,5.7414565,-14.135869,1.477572,-18.047716,2.342269,-7.365715,-7.1478734,3.798525,-11.360184,5.431367,-9.107244,1.4843411,-7.799575,-5.216821,-5.8032746
596,9,0.38757998,0.041848574,1773.1255400790228,1608.2921683380034,3261.709443555897,0.11689838610197369,-347.11325,114.324615,-9.950412,21.782478,-17.312023,5.7398663,-14.382169,2.2006073,-14.294573,6.82001,-5.1037846,-5.18954,4.135308,-7.9769716,8.58289,-10.093227,2.9781282,-6.9823537,-3.8210216,-3.072941
