,label,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19
34,1,0.3612143,0.06058826,1845.8067754754918,1489.3227465822804,3287.13428981533,0.12299509904702012,-297.08176,103.712296,-33.187077,45.373333,-16.442026,-3.3104517,-15.9347,-8.627256,-16.857307,-6.435748,-6.9656086,-8.04774,0.07271455,-10.520152,5.6677766,-6.904232,-4.968515,-1.8848021,-2.946435,-7.0856094
35,1,0.31855983,0.06481138,1816.9506787347266,1455.3003671976446,3115.664493336397,0.11545413935516641,-281.8363,98.64336,-33.365192,44.403107,-7.5141344,-5.952661,-23.383589,-10.012106,-14.731338,-9.914801,-6.8577976,-8.992154,-0.01570486,-13.105153,2.828317,-4.3504505,-7.0804977,-0.71137226,-3.2746222,-7.022212
36,1,0.3442471,0.06368961,1853.6246147397057,1429.5785994468915,3147.710132894132,0.12741551827351005,-282.09482,105.320625,-33.684418,43.910213,-17.611242,-3.6119857,-14.332612,-9.28219,-18.028624,-7.497534,-6.703565,-7.853224,-0.0995327,-10.787679,4.943388,-5.552691,-4.6800914,-2.4478242,-1.900527,-6.652882
37,1,0.371742,0.05670864,1847.1536980264175,1431.696764379739,3138.981019011223,0.12529761724796826,-290.44492,104.09923,-33.893257,45.10546,-10.0383,-4.705618,-17.521204,-8.582875,-15.66578,-6.8882546,-7.142333,-8.406904,0.14389826,-11.167826,4.758606,-4.965509,-5.9216247,-2.1840878,-1.5655056,-6.2089634
38,1,0.35932404,0.064249,1784.858284223199,1462.0128551495613,3153.7475963864163,0.11334152930292182,-276.4386,109.79607,-36.0513,50.61352,-10.798841,-3.2903829,-16.567234,-8.1522665,-19.786367,-8.784141,-6.757315,-7.964145,-0.61005133,-13.000511,4.639963,-6.2387204,-5.4281116,-3.0841095,-2.2628562,-6.309003
39,1,0.33912286,0.061903607,1691.8183916468784,1404.9512770185236,2866.3118344711447,0.1138702487059791,-296.1318,107.03202,-24.282238,34.037052,-13.563598,-5.598847,-20.382042,-11.798799,-12.853582,-9.498895,-7.4729905,-6.811856,-0.0236955,-11.168338,1.190072,-4.921556,-5.1901236,-2.9887936,-3.852187,-5.6675534
40,1,0.36578053,0.061625972,1786.0583029291788,1434.1952787825808,3060.535660026243,0.1236729105190596,-293.4374,108.25194,-32.673866,41.738987,-15.005911,-5.6735635,-17.556858,-9.057242,-16.819502,-6.866548,-6.3842397,-8.422944,-0.663422,-10.644955,3.7721767,-5.222663,-4.0911665,-4.3989673,-1.7694751,-5.082184
41,1,0.34311187,0.06257813,1711.6049714898452,1411.9481899774426,3002.773509306066,0.11105658469185371,-287.93796,112.860176,-32.633503,42.101395,-17.654488,-6.0653467,-14.023047,-10.196093,-20.723978,-9.018129,-6.941826,-7.189214,-1.384372,-11.397357,4.589804,-6.685608,-4.712507,-2.5586743,-2.3338828,-7.104944
42,1,0.36717495,0.058557376,1829.8906950345656,1461.3424948345412,3215.876387368784,0.12014458718314629,-291.80872,103.52393,-33.062782,42.19022,-12.279333,-3.7327666,-16.025475,-9.172045,-17.637314,-7.1755567,-6.139892,-7.6161785,0.4926066,-10.392227,4.8417664,-4.994969,-5.3666744,-2.432961,-1.9969857,-6.8474483
43,1,0.32204095,0.06916048,1744.4336237915065,1399.2242561851624,2905.7574292823624,0.11659094276073917,-286.81656,107.91049,-28.884848,40.83637,-11.858349,-3.0028524,-22.075352,-11.683016,-14.442282,-10.793096,-8.242719,-7.0388575,-0.24473232,-12.435873,2.6313672,-4.24256,-5.122405,-4.40112,-2.899205,-4.7313914
44,1,0.357752,0.06522992,1815.6728497825447,1455.1436104862519,3174.8474687983744,0.12190194617114938,-279.0779,107.059166,-32.52125,45.267548,-14.308494,-5.9474397,-17.331875,-10.253759,-17.116909,-7.4216256,-7.05837,-7.737678,-0.4297421,-10.888888,5.266164,-5.8197904,-5.4578094,-2.330724,-1.8783937,-6.0618267
45,1,0.33294323,0.066554956,1759.9276385147698,1439.8032574773224,3049.8315580858166,0.11288064773606811,-284.6342,108.97575,-35.084328,46.520885,-13.53053,-4.7299204,-21.701853,-8.717983,-17.852888,-9.9311495,-7.2896566,-9.254753,-0.15384962,-12.992771,3.9066906,-5.5792317,-5.4826937,-2.9393742,-2.9050329,-5.8013525
46,1,0.3405874,0.05600553,1764.7649194782682,1429.0525375649463,3020.6442345775686,0.12175398788215944,-322.09012,103.21921,-24.33896,41.387527,-11.779445,-3.6955884,-21.37269,-10.2835655,-12.1526985,-10.370552,-7.9365883,-5.7153482,-1.2206622,-12.815206,2.5574143,-4.9307904,-4.754579,-3.9079294,-4.183427,-4.4631476
47,1,0.3582189,0.057936862,1828.2394280493145,1449.1484514452584,3166.0600219348635,0.1209119672745743,-296.88602,103.37744,-31.55366,44.753864,-14.732484,-3.7913089,-14.01538,-7.340105,-17.485128,-7.624427,-5.9221888,-6.874837,-0.3103409,-11.538453,4.2265515,-5.4669237,-4.6080847,-2.8120332,-1.9619602,-6.966461
48,1,0.37170637,0.05631358,1790.2065433767075,1424.293828163602,3114.447834026703,0.11700042630127709,-293.0882,113.157776,-38.979744,44.854427,-16.368578,-2.0780566,-15.662541,-7.111313,-19.721313,-5.811266,-4.172999,-7.8214374,0.2463619,-11.383248,5.030383,-6.2194266,-4.982321,-4.311664,-1.2570516,-7.1737866
49,1,0.34673318,0.07006631,1770.6773883282008,1463.722925372946,3144.080988172407,0.10740505726344814,-265.95502,108.033775,-33.53169,46.719296,-15.806012,-6.7920647,-14.235551,-6.393347,-19.317356,-8.04533,-7.5806556,-9.333015,-0.20784016,-12.463183,3.6341858,-6.361106,-5.492155,-3.4116242,-1.9922899,-6.146081
50,1,0.34292775,0.064610034,1780.6068610081932,1473.3125241189198,3133.4310525711107,0.10956604192869582,-289.90814,105.003456,-34.22539,46.10202,-15.115615,-5.5963917,-17.15746,-7.928681,-18.04873,-8.357086,-7.8014894,-9.154955,-0.9091295,-11.954966,4.2050548,-7.293919,-4.7191772,-2.1060753,-3.3219595,-6.0433183
51,1,0.38573948,0.057134457,1763.0242395600212,1435.1159072299813,3071.0022634027914,0.11925816019253097,-293.6178,111.726395,-35.144966,46.627327,-11.900503,-0.7898603,-18.310396,-8.035696,-17.129871,-6.470398,-5.9140415,-7.948122,1.3291496,-11.717149,4.9069796,-5.1172557,-5.7154527,-3.302184,-0.89951336,-6.944479
52,1,0.3849592,0.05595411,1848.0701705087697,1460.9032146959225,3214.859726849724,0.12648506282652863,-300.57333,101.79592,-27.53142,41.916294,-15.724922,-4.9053755,-13.186714,-6.674249,-14.823508,-6.1405134,-5.808314,-6.440215,0.5255365,-9.724088,3.739742,-4.846286,-3.815074,-3.687347,-1.7234633,-5.8692565
53,1,0.3838299,0.05594344,1829.1533378397587,1477.5832197858094,3231.580459075077,0.12316308744920666,-310.21536,97.516365,-31.808102,42.53137,-10.665753,-3.6110284,-14.4556055,-6.6232767,-16.11898,-7.89208,-5.893836,-6.6250014,-0.08481033,-10.998516,3.8569698,-4.760697,-4.597234,-2.8811986,-1.3303763,-5.5970707
54,1,0.3315746,0.063416086,1622.962985918373,1396.1248505835383,2779.7665244654604,0.11026993034055728,-304.2711,109.92179,-20.3964,35.037823,-13.9557085,-5.6810775,-21.947878,-12.240828,-13.368327,-11.805971,-8.975636,-5.548369,-1.537097,-12.074387,3.5023892,-5.078339,-5.7160587,-3.7665255,-4.5074925,-5.4628806
55,1,0.32136586,0.07561239,1814.2772297420115,1484.2931613203093,3237.0470926857583,0.11313877164763932,-270.90515,103.48183,-33.570213,46.876488,-17.818848,-3.0780857,-15.065683,-11.221608,-19.294138,-8.173324,-7.094026,-8.518883,-2.22777,-11.677038,5.2923994,-8.083858,-5.1992555,-1.4706622,-3.2433302,-6.5300756
56,1,0.3194481,0.0634078,1703.5024876777363,1448.5070294795978,3001.4360173936966,0.10624142106472523,-294.0186,104.604225,-29.607769,45.442673,-10.22788,-5.9498525,-22.276993,-10.336344,-16.571564,-11.5439205,-8.562101,-8.464993,-0.6036344,-13.512788,3.1516008,-5.904736,-6.6259623,-1.4194643,-3.7977967,-6.2986617
57,1,0.33771828,0.06862124,1777.0818107301268,1466.604849040531,3142.310165546996,0.11263990845104489,-281.0533,104.677925,-34.10608,43.723938,-16.303722,-6.1672535,-15.97516,-7.759723,-20.066286,-9.270653,-6.4350677,-9.162719,-0.8075877,-12.010744,3.4086263,-6.473657,-5.0575876,-2.7625675,-2.4246378,-5.669133
58,1,0.36410815,0.054653086,1699.5537663520906,1435.9329725038858,2963.002916460067,0.11588384197223298,-322.99585,105.88963,-21.115849,38.051197,-11.351532,-2.4067051,-19.753536,-10.272633,-11.641585,-10.252163,-9.131879,-5.8014708,-0.3260542,-12.421665,1.6935335,-4.5632787,-4.242833,-4.033043,-4.298359,-4.446361
59,1,0.34267157,0.05788922,1682.6196453423763,1397.966777060439,2926.048973248839,0.10696685129643962,-293.57422,113.170494,-30.326664,40.160526,-15.549156,-6.4090905,-14.524528,-8.946468,-19.726793,-9.920634,-7.1261005,-6.9587374,-1.387473,-11.383836,4.285553,-5.71221,-4.433731,-2.5695498,-1.7480853,-6.9797826
60,1,0.33955097,0.063862,1832.1398526451806,1448.3689050371165,3147.7434660259046,0.11498059724506579,-272.71964,107.194466,-34.872356,50.04109,-12.743312,-7.2059035,-18.826523,-8.099346,-18.654907,-7.879175,-7.5099864,-10.157619,-0.58550006,-11.716398,4.9297247,-5.3315277,-4.9240403,-2.9371324,-1.5667129,-6.227693
61,1,0.32378066,0.07173718,1739.6600514246784,1439.6640160932634,2999.052698471967,0.11611947924729102,-280.71893,107.43843,-24.456482,43.763443,-18.343925,-1.9021814,-20.456596,-12.477607,-15.310958,-11.505195,-8.0936365,-6.400074,0.16654019,-12.309196,2.5814028,-5.368226,-4.953213,-2.6875987,-2.4922388,-6.4610844
62,1,0.3641991,0.059336152,1729.2316257299933,1467.3756101357574,3045.3107520891785,0.11254221440837849,-312.8572,103.08866,-26.62378,42.402256,-8.150167,-3.7191567,-22.724966,-8.220415,-11.71587,-10.413233,-8.761098,-7.5753436,0.6268314,-12.65788,2.1637292,-4.308528,-5.4129558,-2.516736,-3.4457219,-5.060448
63,1,0.40103322,0.05668725,1818.408238842898,1465.1970202773218,3174.564137178309,0.12852378821594426,-303.0643,107.219086,-33.08281,46.061024,-14.132319,-1.2591522,-17.429035,-6.400473,-15.513835,-5.3594723,-5.2915015,-7.3154945,0.28043813,-10.918365,5.1711707,-6.561884,-4.843609,-3.577113,-1.4204766,-6.2876263
64,1,0.346504,0.0645737,1815.7225182047553,1441.4693739077186,3124.426940351079,0.11831863450561146,-277.0296,107.40908,-37.68065,45.970936,-14.68428,-5.8183837,-19.75636,-9.063158,-18.699747,-6.8123126,-6.652859,-9.240322,0.6491659,-12.48214,4.365195,-6.113627,-6.274473,-2.5561996,-1.5417036,-6.71267
65,1,0.3578467,0.057179123,1737.1364912901445,1426.2953709395874,2958.086279523631,0.11910132062693499,-324.64682,106.77208,-24.857092,33.568615,-13.86349,-2.952858,-21.947842,-9.392666,-11.796818,-10.502575,-6.772775,-5.4778714,-0.49661398,-10.934356,2.2416193,-4.6989574,-3.8253179,-4.464526,-3.5336235,-4.6562634
66,1,0.3275711,0.058287192,1770.1603236137478,1455.529670999987,3076.7855617653104,0.11558471301760836,-300.90518,102.556175,-28.875357,42.000126,-12.144185,-3.5284722,-18.508583,-8.918738,-16.190752,-9.598763,-7.7697883,-10.152489,-0.1627806,-11.913416,2.510351,-4.494528,-5.6323423,-1.5890251,-2.3584766,-6.8489633
67,1,0.33849436,0.06954109,1696.9926500346478,1442.7443351612037,2999.940193105408,0.10566905113196594,-284.60916,108.62644,-31.697151,38.014362,-20.20359,-5.206509,-15.326707,-6.957474,-18.42669,-8.30448,-5.451447,-9.051282,-0.25442407,-10.120373,3.2090762,-7.3126307,-4.4866934,-2.7162626,-3.2282722,-5.8273754
68,1,0.35665134,0.06171382,1756.0781515937047,1420.9849632071814,3043.8107611594187,0.1101527730746904,-286.72617,103.400276,-33.441875,41.9702,-7.645718,-5.1387014,-17.784008,-9.849137,-17.239647,-7.6364512,-6.8712516,-8.31956,0.123253115,-12.066924,3.9055107,-3.5743906,-5.946936,-2.0328279,-1.093553,-5.595428
69,1,0.36722928,0.058172934,1803.824437011632,1446.6904964524258,3179.4724408318016,0.11906163832720588,-288.268,105.435394,-31.877098,43.85137,-12.497353,-3.4852781,-14.018939,-9.304562,-17.25417,-5.968557,-4.688979,-6.449952,-0.30628484,-10.636076,4.967053,-5.581714,-5.5931954,-2.7725756,-1.7121202,-6.0747952
70,1,0.32893154,0.06974758,1803.2838316160592,1475.0600463795117,3185.393238362882,0.11374043089686532,-282.65244,99.462906,-34.24081,42.570457,-17.131132,-5.43904,-16.432085,-9.533385,-18.096476,-7.8552856,-6.5627117,-9.20498,-1.3973173,-10.88441,4.4989657,-7.3813424,-5.225368,-1.7151091,-3.421403,-6.410935
71,1,0.33868676,0.062644124,1768.9638801197164,1421.4155669251884,3081.039702707769,0.11419526563709366,-288.11237,105.93987,-36.04433,43.15686,-13.494313,-3.5963185,-16.775854,-8.771213,-18.216951,-7.055176,-6.039664,-8.010536,0.5294737,-11.6576185,5.0300846,-5.14097,-6.086572,-3.191644,-1.7384696,-6.317146
72,1,0.3274876,0.06274152,1601.1373941624756,1384.373292657832,2722.7418692857486,0.1076987062814435,-302.85117,111.20068,-19.472305,32.573383,-15.841649,-6.0362325,-19.687475,-11.780235,-14.431485,-11.53413,-8.483861,-6.7499394,-1.7471223,-11.776683,1.6233171,-5.584316,-4.463078,-3.2305393,-4.6482854,-5.023391
73,1,0.36628425,0.057657626,1815.5660271010672,1466.4102613648336,3180.572434180292,0.12205727403008901,-293.63568,105.186554,-29.095745,46.569492,-11.159294,-3.3284526,-15.842562,-8.596569,-16.53357,-8.394359,-6.05019,-7.3918614,-1.3713815,-11.39764,4.1178675,-4.7474465,-5.1137524,-3.3192945,-1.2932026,-6.0765224
74,1,0.3687777,0.056111716,1725.9017548273741,1428.3498524406373,3047.9315695747873,0.11240332635932662,-304.8446,108.08688,-29.940088,47.107533,-9.794356,-2.1365755,-15.022521,-8.4255495,-16.741755,-7.310352,-6.952921,-7.247313,-0.9768,-11.652404,4.046158,-5.5226407,-3.9763744,-3.2332559,-1.2853491,-5.4261146
75,1,0.31715813,0.06656506,1653.3593191108057,1400.2715914506246,2831.903709199037,0.10562464474893576,-295.25998,106.779434,-25.622686,40.520973,-9.9519005,-6.0389924,-24.199238,-10.435429,-11.981166,-10.178704,-8.8300705,-7.4454107,-0.25653136,-13.697902,1.7228838,-4.469873,-6.5303755,-3.3958125,-3.292977,-4.9627786
76,1,0.3558855,0.057737146,1744.1410510388157,1431.739894795964,3003.081840774961,0.11912342933678406,-308.77884,106.42877,-26.08494,43.906185,-10.182457,-2.451648,-21.163588,-10.27291,-12.304951,-7.8324165,-8.987308,-7.830564,1.7787232,-12.458904,2.0058618,-3.9182847,-5.505978,-3.7534604,-3.4365892,-5.521276
77,1,0.33482507,0.059821203,1622.9216460314647,1408.1568402736973,2813.96631766399,0.10209575452302631,-300.908,106.94994,-21.223999,34.462284,-10.213471,-7.567671,-21.437977,-9.978991,-13.292225,-12.026168,-8.55778,-6.0461946,-0.21726926,-12.039721,1.2627395,-3.8262796,-5.8302813,-4.6573415,-3.9796698,-4.7184753
